"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Southern","SM13","2023-04-06","1","Bottom Water","0.3","0.1","1.1","88","6.3","22","34","0.066","0.006","0.016","7.2","0.5","33.6","2.3","0.84","5.6","22","0.17","0.61","0.68","0.07","4.2","<0.001","<0.5"
"Southern","SM13","2023-05-04","1","Surface Water","0.8","0.053","0.5","94","6.4","<1","<1","0.012","0.002","<0.002","7.7","0.8","32.9","2.3","0.19","3.5","25.5","0.07","0.38","0.39","0.04","0.1","0.001","0.8"
"Southern","SM13","2023-05-04","1","Middle Water","0.9","0.06","0.3","108","7.4","1","1","0.021","0.003","<0.002","7.7","<0.2","32.9","2.3","0.2","5.4","25","0.08","0.39","0.41","0.04","2.7","0.001","1"
"Southern","SM13","2023-05-04","1","Bottom Water","0.8","0.052","0.3","107","7.3","<1","<1","0.011","0.003","<0.002","7.7","<0.2","32.9","2.3","0.18","10","24.8","0.07","0.46","0.47","0.04","3.7","0.001","1.8"
"Southern","SM13","2023-06-19","1","Surface Water","0.6","0.016","1.4","67","4.5","<1","<1","0.4","0.1","0.012","8","0.2","25.5","2.5","2.1","2.8","28.8","0.52","0.33","0.83","0.03","1","<0.001","1.2"
"Southern","SM13","2023-06-19","1","Middle Water","0.6","0.021","1.7","78","5.2","3","5","0.34","0.094","0.006","8","0.7","25.9","2.5","2.1","3","28.7","0.46","0.49","0.92","0.04","0.8","0.001","2.1"
"Southern","SM13","2023-06-19","1","Bottom Water","0.2","0.028","1.1","75","5","6","9","0.38","0.096","0.008","8","0.6","26.7","2.5","2.1","3.6","28.5","0.5","0.29","0.77","0.03","0.4","0.002","2.3"
"Southern","SM13","2023-07-24","1","Surface Water","2.9","0.01","11","139","8.9","1","3","0.031","0.003","<0.002","8.6","4.4","28.7","2.3","0.14","4","30.5","0.04","0.59","0.62","0.06","1.9","0.002","2.2"
"Southern","SM13","2023-07-24","1","Middle Water","2.9","0.011","14","145","9.3","2","4","0.08","0.005","0.003","8.5","4.1","29.5","2.3","0.09","4.6","29.8","0.1","0.57","0.66","0.04","2.3","0.002","2.6"
"Southern","SM13","2023-07-24","1","Bottom Water","2.4","0.016","18","121","7.7","10","12","0.048","0.004","0.003","8.3","4.7","30.3","2.3","0.09","4.8","29.2","0.07","0.66","0.71","0.04","2.7","0.002","2.5"
"Southern","SM13","2023-08-18","1","Surface Water","1.4","0.057","12","104","7","1","3","0.21","0.05","<0.002","8","3.2","29.9","1.8","0.81","12","27.4","0.32","0.18","0.44","0.03","14.5","0.003","3.3"
"Southern","SM13","2023-08-18","1","Middle Water","1.3","0.047","12","101","6.8","2","6","0.19","0.051","<0.002","8","3","30.2","1.8","0.85","4.9","27.2","0.29","0.15","0.39","0.03","16","0.002","2.4"
"Southern","SM13","2023-08-18","1","Bottom Water","1.5","0.067","11","96","6.4","19","32","0.12","0.043","<0.002","8","4.9","30.7","1.8","1.1","3","27.5","0.23","0.15","0.31","0.03","13.8","0.004","2"
"Southern","SM13","2023-09-20","1","Surface Water","1.3","0.041","14","109","7.3","5","12","0.21","0.033","<0.002","8.1","7.1","27.1","1","0.16","3.7","28.8","0.28","0.32","0.56","0.07","2.3","0.003","1.1"
"Southern","SM13","2023-09-20","1","Middle Water","1.3","0.041","13","130","8.6","3","10","0.22","0.034","<0.002","8.1","7.2","27.5","1","0.16","3.9","28.7","0.3","0.23","0.48","0.07","2.7","0.003","1.1"
"Southern","SM13","2023-09-20","1","Bottom Water","1.3","0.036","8.3","162","10.7","90","240","0.15","0.027","<0.002","8.1","5.2","28.5","1","0.16","5.1","28.7","0.21","0.2","0.38","0.07","2.9","0.003","1.2"
"Southern","SM13","2023-10-20","1","Surface Water","<0.1","0.061","1","115","7.7","43","87","0.053","0.035","0.015","7.9","0.2","31.9","2.2","0.96","12","26.8","0.15","0.14","0.23","0.07","9.7","0.002","1.4"
"Southern","SM13","2023-10-20","1","Middle Water","0.1","0.063","0.9","132","8.9","65","120","0.047","0.036","0.016","7.9","0.4","31.8","2.2","0.97","16","26.7","0.15","0.18","0.26","0.05","10.9","0.002","1.8"
"Southern","SM13","2023-10-20","1","Bottom Water","<0.1","0.053","1","151","10.1","42","78","0.044","0.035","0.014","7.9","0.3","31.8","2.2","0.96","21","26.6","0.13","0.25","0.33","0.06","13.2","0.002","2.3"
"Southern","SM13","2023-11-02","1","Surface Water","<0.1","0.022","15","109","7.3","28","67","0.069","0.037","0.005","7.9","4.9","31.9","1.6","0.26","7","26.6","0.13","0.26","0.37","0.07","1.4","<0.001","2"
"Southern","SM13","2023-11-02","1","Middle Water","<0.1","0.026","14","113","7.6","37","75","0.068","0.037","0.006","7.9","6.7","31.9","1.6","0.29","9.6","26.6","0.13","0.28","0.39","0.06","1.5","<0.001","2.4"
"Southern","SM13","2023-11-02","1","Bottom Water","<0.1","0.029","12","113","7.6","32","100","0.068","0.039","0.006","7.9","6.4","31.9","1.6","0.3","7.7","26.6","0.14","0.31","0.42","0.05","1.5","0.001","2.2"
"Southern","SM13","2023-12-04","1","Surface Water","1","0.018","1.8","104","7.3","<1","2","0.091","0.066","0.016","8.1","0.9","32.8","1.8","0.63","6.8","23.5","0.18","0.13","0.29","0.09","5.2","<0.001","1.2"
"Southern","SM13","2023-12-04","1","Middle Water","0.8","0.014","2.6","84","5.9","1","2","0.089","0.068","0.014","8.1","<0.2","32.8","1.8","0.72","5","23.4","0.17","0.15","0.31","0.09","5.8","<0.001","0.9"
"Southern","SM13","2023-12-04","1","Bottom Water","0.8","0.022","1.6","74","5.2","2","3","0.074","0.069","0.01","8.1","0.6","32.8","1.8","0.76","11","23.4","0.17","0.29","0.43","0.05","8.1","0.001","1.7"
"Southern","SM17","2023-01-11","1","Surface Water","0.7","<0.005","0.3","81","6.3","<1","1","0.095","0.02","0.015","7.4","0.7","33","1.9","1.1","14","18.1","0.12","0.41","0.53","0.08","6.9","<0.001","1.5"
"Southern","SM17","2023-01-11","1","Middle Water","0.2","<0.005","0.4","92","7.1","1","1","0.088","0.023","0.015","7.4","0.5","33","1.9","1.1","8.8","18.1","0.12","0.45","0.56","0.09","8.3","<0.001","1"
"Southern","SM17","2023-01-11","1","Bottom Water","0.4","<0.005","0.6","90","7","<1","1","0.091","0.021","0.018","7.4","0.6","33","1.9","1.1","21","18.1","0.12","0.69","0.8","0.11","15.4","<0.001","2.1"
"Southern","SM17","2023-02-01","1","Surface Water","0.7","0.018","10","113","8.9","<1","<1","0.068","0.008","0.015","7.6","0.5","32.9","3.4","0.1","2.6","17","0.09","0.75","0.83","0.04","1.2","<0.001","0.7"
"Southern","SM17","2023-02-01","1","Middle Water","1.4","0.025","21","124","9.9","1","1","0.072","0.008","<0.002","7.6","1.8","32.9","3.4","<0.05","5.1","16.9","0.11","0.85","0.93","0.05","1.8","<0.001","1.8"
"Southern","SM17","2023-02-01","1","Bottom Water","1.3","0.024","20","118","9.4","<1","1","0.05","0.009","<0.002","7.6","1.3","32.9","3.4","0.11","4.7","16.9","0.08","0.77","0.83","0.05","1.7","<0.001","2.1"
"Southern","SM17","2023-03-03","1","Surface Water","1.1","0.058","0.7","88","6.7","4","4","0.088","0.009","0.017","7.3","1","33.6","2.2","0.65","5.8","18.9","0.16","0.58","0.68","0.05","4.7","<0.001","0.8"
"Southern","SM17","2023-03-03","1","Middle Water","1.1","0.061","0.9","93","7.1","7","11","0.085","0.009","0.017","7.3","0.3","33.6","2.2","0.68","4.6","18.9","0.16","0.66","0.75","0.06","4.9","<0.001","0.7"
"Southern","SM17","2023-03-03","1","Bottom Water","1","0.047","0.7","93","7.1","10","12","0.068","0.009","0.007","7.3","0.6","33.8","2.2","0.65","6.6","18.8","0.12","0.65","0.73","0.05","6.9","<0.001","1"
"Southern","SM17","2023-04-06","1","Surface Water","0.4","0.078","1.1","85","6","<1","4","0.081","0.007","0.013","7.2","0.5","33.1","2.3","0.76","2.9","22.9","0.17","0.6","0.69","0.06","3.9","<0.001","0.5"
"Southern","SM17","2023-04-06","1","Middle Water","0.3","0.071","0.8","92","6.6","<1","<1","0.059","0.005","0.013","7.2","0.8","33.7","2.3","0.65","2.9","22.1","0.14","0.33","0.39","0.06","2.2","<0.001","<0.5"
"Southern","SM17","2023-04-06","1","Bottom Water","<0.1","0.052","0.9","91","6.5","<1","<1","0.036","0.005","0.029","7.2","<0.2","34","2.3","0.53","4.4","22.2","0.09","0.46","0.5","0.05","4.9","<0.001","<0.5"
"Southern","SM17","2023-05-04","1","Surface Water","0.3","0.027","<0.2","101","7","<1","<1","0.023","0.003","<0.002","7.6","<0.2","33.2","4.7","0.12","3.5","24.8","0.05","0.52","0.55","0.04","0.4","<0.001","0.6"
"Southern","SM17","2023-05-04","1","Middle Water","0.6","0.029","<0.2","101","6.9","<1","<1","0.013","0.003","<0.002","7.6","<0.2","33.6","4.7","0.12","8.5","24.6","0.05","0.36","0.38","0.04","1","<0.001","1.2"
"Southern","SM17","2023-05-04","1","Bottom Water","0.7","0.028","<0.2","99","6.8","<1","<1","0.003","<0.002","<0.002","7.6","<0.2","33.7","4.7","0.17","7.9","24.5","0.03","0.52","0.53","0.04","1.1","<0.001","1.3"
"Southern","SM17","2023-06-19","1","Surface Water","0.7","0.017","1.1","76","5.1","1","4","0.39","0.1","0.014","7.9","<0.2","25.5","2.6","2.1","2.9","28.5","0.51","0.35","0.84","0.04","1","<0.001","1.4"
"Southern","SM17","2023-06-19","1","Middle Water","0.9","0.019","0.8","75","5","3","8","0.36","0.1","0.008","7.9","0.7","26.8","2.6","2.1","3.4","28.1","0.48","0.41","0.87","0.04","0.4","<0.001","1.8"
"Southern","SM17","2023-06-19","1","Bottom Water","1.3","0.054","0.7","34","2.3","80","170","0.29","0.084","0.003","7.8","0.3","32.5","2.6","1.8","2.5","26.7","0.43","0.45","0.82","0.04","0.2","0.002","1.3"
"Southern","SM17","2023-07-24","1","Surface Water","2.7","0.011","9.4","139","9","<1","2","0.15","0.01","0.006","8.6","1.8","27.1","2.2","0.24","4","30.9","0.17","0.41","0.57","0.03","1.1","0.002","1.8"
"Southern","SM17","2023-07-24","1","Middle Water","2.4","0.015","23","121","7.9","<1","<1","0.059","0.006","<0.002","8.2","5.7","31.4","2.2","0.11","4.6","28.1","0.08","1","1.07","0.06","2.5","0.001","2.4"
"Southern","SM17","2023-07-24","1","Bottom Water","1.4","0.026","15","66","4.4","<1","1","0.042","0.01","<0.002","8.1","3","33.2","2.2","0.37","3.2","26.8","0.08","1.1","1.15","0.06","4.7","0.001","1.3"
"Southern","SM17","2023-08-18","1","Surface Water","1.7","0.045","14","91","6","<1","<1","0.18","0.045","<0.002","8.1","4","29.2","2.6","0.48","7","28.2","0.27","0.23","0.46","0.03","10.2","0.003","3"
"Southern","SM17","2023-08-18","1","Middle Water","1","0.052","6.6","134","9","<1","4","0.22","0.058","0.003","8","2.3","30.8","2.6","1.2","6.6","27","0.33","0.17","0.45","0.03","15.6","0.002","2.4"
"Southern","SM17","2023-08-18","1","Bottom Water","<0.1","0.057","1","83","5.6","<1","<1","0.064","0.048","0.007","7.8","1.2","33.7","2.6","1.8","8.8","25.2","0.17","0.14","0.25","0.04","14.7","0.002","1.8"
"Southern","SM17","2023-09-20","1","Surface Water","0.9","0.028","10","147","9.8","<1","<1","0.29","0.04","<0.002","8.1","4.4","25.7","1.3","0.3","4.3","29.1","0.36","0.22","0.55","0.06","1.9","0.002","1"
"Southern","SM17","2023-09-20","1","Middle Water","0.5","0.037","11","134","9","<1","<1","0.22","0.033","<0.002","8","12","28.7","1.3","0.21","5","27.9","0.29","0.22","0.47","0.06","2.5","0.002","1.2"
"Southern","SM17","2023-09-20","1","Bottom Water","0.4","0.028","14","75","5","<1","2","0.14","0.027","<0.002","7.8","8.7","32.5","1.3","0.6","6.5","26.7","0.2","0.11","0.28","0.07","5","<0.001","1.4"
"Southern","SM17","2023-10-20","1","Surface Water","0.1","0.047","1.1","113","7.5","1","2","0.041","0.037","0.015","7.9","<0.2","31.9","2.2","0.81","5.1","27","0.13","0.18","0.26","0.04","5.2","0.002","1"
"Southern","SM17","2023-10-20","1","Middle Water","<0.1","0.024","1","106","7.1","1","1","0.032","0.034","0.016","7.9","<0.2","32.2","2.2","0.77","5","26.6","0.09","0.15","0.22","0.04","5.3","<0.001","0.9"
"Southern","SM17","2023-10-20","1","Bottom Water","<0.1","0.011","0.7","93","6.2","4","6","0.021","0.03","0.016","7.9","0.4","32.3","2.2","0.73","18","26.5","0.06","0.17","0.22","0.05","10.2","<0.001","1.7"
"Southern","SM17","2023-11-02","1","Surface Water","1.2","0.017","14","85","5.7","<1","2","0.045","0.024","0.004","7.9","3.7","32.1","2.4","0.19","1.4","26.3","0.09","0.23","0.3","0.05","1.2","<0.001","1.2"
"Southern","SM17","2023-11-02","1","Middle Water","0.8","0.013","10","111","7.5","3","3","0.045","0.024","0.005","7.9","5.5","32.3","2.4","0.21","6.4","26.2","0.08","0.29","0.36","0.08","1.1","<0.001","2.3"
"Southern","SM17","2023-11-02","1","Bottom Water","1","0.014","12","104","7","<1","<1","0.043","0.024","0.003","7.9","4.9","32.6","2.4","0.21","4.7","26","0.08","0.23","0.3","0.04","1.1","<0.001","1.6"
"Southern","SM17","2023-12-04","1","Surface Water","0.9","0.021","1.9","105","7.4","<1","1","0.088","0.068","0.014","8.1","0.2","32.5","3","0.66","1.5","23.7","0.18","0.11","0.27","0.09","2.8","0.001","0.6"
"Southern","SM17","2023-12-04","1","Middle Water","0.7","0.008","1.1","93","6.6","<1","<1","0.076","0.069","0.046","8.1","<0.2","33","3","0.72","3.9","23.2","0.15","0.28","0.43","0.05","4.3","<0.001","0.8"
"Southern","SM17","2023-12-04","1","Bottom Water","0.7","<0.005","1.5","92","6.5","<1","2","0.056","0.069","0.01","8.1","<0.2","33","3","0.75","2.2","23.2","0.13","0.36","0.49","0.06","4.7","<0.001","0.6"
"Southern","SM18","2023-01-04","1","Surface Water","0.1","<0.005","0.8","83","6.3","<1","<1","0.076","0.019","0.014","7.4","0.9","33.4","1.8","0.76","14","18.6","0.1","0.7","0.8","0.05","9.1","<0.001","2.5"
"Southern","SM18","2023-01-04","1","Middle Water","0.2","<0.005","0.6","92","7.1","<1","<1","0.079","0.019","0.014","7.4","0.4","33.3","1.8","0.73","13","18.5","0.1","0.7","0.8","0.05","7.6","<0.001","1.7"
"Southern","SM18","2023-01-04","1","Bottom Water","0.4","<0.005","0.6","92","7.1","<1","<1","0.085","0.02","0.013","7.4","0.4","33.3","1.8","0.78","14","18.5","0.11","0.4","0.51","0.06","7.8","<0.001","2.2"
"Southern","SM18","2023-02-15","1","Surface Water","<0.1","0.026","0.7","88","6.8","<1","<1","0.071","0.006","0.014","7.5","<0.2","33.4","3.8","0.45","3.2","18.3","0.1","0.36","0.44","0.06","1.3","<0.001","0.8"
"Southern","SM18","2023-02-15","1","Middle Water","<0.1","0.025","0.5","95","7.3","<1","<1","0.071","0.005","0.015","7.5","<0.2","33.4","3.8","0.47","4","18.3","0.1","0.38","0.46","0.04","1.7","<0.001","1.1"
"Southern","SM18","2023-02-15","1","Bottom Water","0.4","0.023","0.4","93","7.2","<1","<1","0.077","0.005","0.015","7.5","<0.2","33.5","3.8","0.48","7.7","18.3","0.11","0.31","0.39","0.06","3.9","<0.001","1.2"
"Southern","SM18","2023-03-08","1","Surface Water","0.4","0.037","1.7","96","7.2","<1","<1","0.055","0.009","0.017","7.4","<0.2","33.8","3.8","0.46","1","20","0.1","0.16","0.22","0.06","0.7","<0.001","<0.5"
"Southern","SM18","2023-03-08","1","Middle Water","0.3","0.04","1","96","7.2","1","1","0.035","0.005","0.007","7.4","<0.2","34","3.8","0.42","1.5","19.8","0.08","0.12","0.16","0.06","1.4","<0.001","<0.5"
"Southern","SM18","2023-03-08","1","Bottom Water","0.2","0.029","1.3","94","7.1","<1","1","0.028","0.005","0.003","7.4","<0.2","34","3.8","0.42","1.8","19.7","0.06","0.08","0.11","0.05","2","<0.001","<0.5"
"Southern","SM18","2023-04-26","1","Surface Water","0.2","0.028","0.6","83","5.8","<1","<1","0.028","0.003","<0.002","7.2","<0.2","33.7","3.3","0.33","1.4","23.5","0.06","0.56","0.59","0.04","0.2","<0.001","0.9"
"Southern","SM18","2023-04-26","1","Middle Water","0.2","0.017","0.6","93","6.5","<1","<1","0.023","0.003","<0.002","7.2","0.4","33.7","3.3","0.29","3.6","23.5","0.04","0.54","0.57","0.04","1","<0.001","1"
"Southern","SM18","2023-04-26","1","Bottom Water","<0.1","0.023","0.8","89","6.2","<1","<1","0.014","0.004","<0.002","7.2","<0.2","33.9","3.3","0.34","9","23.5","0.04","0.3","0.32","0.04","4.8","<0.001","1.5"
"Southern","SM18","2023-05-17","1","Surface Water","1.6","0.021","8.5","117","8","1","1","0.022","0.002","0.017","7.6","2.3","32.5","2.8","0.15","8.1","25.4","0.05","0.66","0.68","0.04","1.4","<0.001","1.7"
"Southern","SM18","2023-05-17","1","Middle Water","0.5","0.044","5.3","90","6.2","6","7","0.051","0.005","0.007","7.4","1.6","33","2.8","0.61","3.6","24.7","0.1","0.85","0.91","0.14","1.1","<0.001","0.8"
"Southern","SM18","2023-05-17","1","Bottom Water","0.2","0.028","2.8","85","5.9","<1","1","0.02","0.005","0.006","7.4","1.1","33.5","2.8","0.63","10","24.5","0.05","0.5","0.53","0.09","7.8","<0.001","1.3"
"Southern","SM18","2023-06-21","1","Surface Water","0.6","0.026","9.7","108","7.2","<1","<1","0.46","0.1","0.012","8.2","1.5","24.1","2.7","2.5","3","29.4","0.59","0.37","0.93","0.05","4.5","0.003","0.9"
"Southern","SM18","2023-06-21","1","Middle Water","0.6","0.017","4.6","87","5.8","15","24","0.32","0.098","0.005","8.1","1.9","31.3","2.7","2","3.8","27.2","0.44","0.32","0.74","0.04","3.2","<0.001","0.9"
"Southern","SM18","2023-06-21","1","Bottom Water","0.4","0.01","1","66","4.5","4","11","0.16","0.076","0.019","8.1","0.6","34.4","2.7","1.4","2.9","24.6","0.25","0.58","0.82","0.04","6.9","<0.001","0.8"
"Southern","SM18","2023-07-13","1","Surface Water","1.1","0.01","6.2","147","9.8","<1","<1","0.43","0.023","0.011","8.6","<0.2","22.5","3.8","1.3","2.4","30.1","0.46","0.36","0.81","0.03","1","0.002","0.9"
"Southern","SM18","2023-07-13","1","Middle Water","0.8","0.028","6.9","59","4.1","<1","<1","0.19","0.032","0.003","8","4.3","32.4","3.8","0.83","5.6","25.2","0.25","0.68","0.9","0.04","0.7","0.001","1.6"
"Southern","SM18","2023-07-13","1","Bottom Water","0.5","0.012","3.7","40","2.8","<1","<1","0.076","0.043","0.008","7.9","2.9","34.1","3.8","1.3","4.2","23.2","0.13","0.99","1.11","0.05","5.9","<0.001","1"
"Southern","SM18","2023-08-02","1","Surface Water","1.4","0.013","2.9","92","6","<1","<1","0.12","0.018","<0.002","8.3","0.3","28.9","3.6","0.08","5","29.8","0.15","0.2","0.34","0.04","0.6","0.001","1.2"
"Southern","SM18","2023-08-02","1","Middle Water","1.3","0.012","4.8","96","6.3","1","2","0.081","0.015","<0.002","8.2","1.1","31.1","3.6","<0.05","7.4","28.4","0.11","0.24","0.34","0.05","0.9","<0.001","1.8"
"Southern","SM18","2023-08-02","1","Bottom Water","0.7","<0.005","1.5","40","2.7","<1","<1","0.054","0.068","0.008","7.9","1.2","33.8","3.6","0.95","3.1","25.4","0.13","0.15","0.27","0.04","9.8","<0.001","1"
"Southern","SM18","2023-09-21","1","Surface Water","2.9","0.024","30","158","10.3","<1","<1","0.12","0.026","<0.002","8.3","12","27.6","2","0.3","12","29.3","0.17","0.27","0.42","0.07","2.2","0.003","3.1"
"Southern","SM18","2023-09-21","1","Middle Water","0.6","0.031","9.9","78","5.2","<1","<1","0.087","0.023","<0.002","7.8","5","32.3","2","0.45","3.7","26.8","0.14","0.18","0.29","0.07","2.2","0.001","1"
"Southern","SM18","2023-09-21","1","Bottom Water","0.4","0.014","2.8","59","4","<1","<1","0.076","0.022","0.021","7.8","3","33.2","2","0.92","7.7","26.1","0.11","0.19","0.29","0.08","5.6","<0.001","2.9"
"Southern","SM18","2023-10-05","1","Surface Water","0.7","0.023","5.3","99","6.3","<1","<1","0.046","0.004","<0.002","7.9","0.9","31.9","2.1","0.19","7.2","29.7","0.07","0.11","0.16","0.07","2.3","0.001","2.6"
"Southern","SM18","2023-10-05","1","Middle Water","0.7","0.022","1.5","88","5.6","<1","<1","0.015","0.004","<0.002","7.9","<0.2","32.6","2.1","0.26","4.8","29.1","0.04","0.16","0.18","0.05","2.9","<0.001","1.6"
"Southern","SM18","2023-10-05","1","Bottom Water","0.1","0.017","0.4","83","5.3","<1","<1","<0.002","<0.002","0.004","7.9","<0.2","32.7","2.1","0.56","13","29.1","0.02","0.14","0.14","0.05","4.9","<0.001","2.8"
"Southern","SM18","2023-11-03","1","Surface Water","1.8","<0.005","12","119","8","<1","1","0.011","<0.002","<0.002","7.9","3.1","32.4","3.1","0.13","4.8","26.3","0.02","0.23","0.24","0.04","1.4","<0.001","1.8"
"Southern","SM18","2023-11-03","1","Middle Water","0.7","0.007","8.8","106","7.1","1","2","0.018","<0.002","0.003","7.9","3","32.7","3.1","0.21","2.8","26","0.03","0.12","0.14","0.04","1.3","<0.001","1.2"
"Southern","SM18","2023-11-03","1","Bottom Water","0.8","0.012","7.7","106","7.1","<1","<1","0.015","0.003","<0.002","7.9","3.4","32.7","3.1","0.2","4.8","26.1","0.03","0.14","0.16","0.04","1.3","<0.001","1.3"
"Southern","SM18","2023-12-12","1","Surface Water","1","0.006","3","104","7.3","<1","8","0.015","<0.002","0.003","8.2","<0.2","33.1","3.4","0.17","1.3","23.6","0.02","0.24","0.26","0.14","0.2","<0.001","0.7"
"Southern","SM18","2023-12-12","1","Middle Water","1","<0.005","2.8","105","7.4","<1","1","0.008","<0.002","0.002","8.1","1","33.3","3.4","0.17","2","23.1","0.02","0.23","0.24","0.09","0.2","<0.001","1.1"
"Southern","SM18","2023-12-12","1","Bottom Water","0.8","0.013","3","102","7.2","<1","<1","0.006","0.002","<0.002","8.1","1.3","33.3","3.4","0.35","2.4","23.1","0.02","0.19","0.2","0.05","0.7","<0.001","0.9"
"Southern","SM19","2023-01-04","1","Surface Water","0.2","<0.005","0.5","75","5.8","<1","<1","0.045","0.037","0.013","7.4","0.6","33.2","1.9","0.82","11","18.2","0.09","0.49","0.57","0.06","3.7","<0.001","2.5"
"Southern","SM19","2023-01-04","1","Middle Water","<0.1","0.007","0.4","92","7.1","1","1","0.083","0.027","0.014","7.4","0.3","33.2","1.9","0.81","13","18.3","0.12","0.56","0.67","0.05","5.6","<0.001","1.8"
"Southern","SM19","2023-01-04","1","Bottom Water","<0.1","<0.005","0.6","92","7.1","<1","<1","0.08","0.022","0.013","7.4","0.6","33.3","1.9","0.74","20","18.5","0.11","0.65","0.75","0.07","21.2","<0.001","2.6"
